mes;cuit;tipo;monto
09/2017;30-54623424-6;163823.94;"Comp. Usuario con discapacidad"
09/2017;30-54626164-2;14633.57;"Comp. Usuario con discapacidad"
09/2017;30-54626201-0;97605.04;"Comp. Usuario con discapacidad"
09/2017;30-54633760-6;244847.75;"Comp. Usuario con discapacidad"
09/2017;30-54634367-3;113968.21;"Comp. Usuario con discapacidad"
09/2017;30-54639386-7;402925.75;"Comp. Usuario con discapacidad"
09/2017;30-54640151-7;218573.71;"Comp. Usuario con discapacidad"
09/2017;30-54657368-7;17361.86;"Comp. Usuario con discapacidad"
09/2017;30-54662272-6;232501.54;"Comp. Usuario con discapacidad"
09/2017;30-56178540-2;947239.81;"Comp. Usuario con discapacidad"
09/2017;30-56394131-2;8216.03;"Comp. Usuario con discapacidad"
09/2017;30-56468014-8;195482.68;"Comp. Usuario con discapacidad"
09/2017;30-56610811-5;3720.40;"Comp. Usuario con discapacidad"
09/2017;30-56932483-8;270789.89;"Comp. Usuario con discapacidad"
09/2017;30-57733887-2;1125769.22;"Comp. Usuario con discapacidad"
09/2017;30-57945598-1;29440.87;"Comp. Usuario con discapacidad"
09/2017;30-58121405-3;514249.53;"Comp. Usuario con discapacidad"
09/2017;30-59033015-5;23302.52;"Comp. Usuario con discapacidad"
09/2017;30-60597072-5;327719.18;"Comp. Usuario con discapacidad"
09/2017;30-61035814-0;29639.17;"Comp. Usuario con discapacidad"
09/2017;30-61322839-6;467920.69;"Comp. Usuario con discapacidad"
09/2017;30-61580178-6;28399.04;"Comp. Usuario con discapacidad"
09/2017;30-62629625-0;173494.58;"Comp. Usuario con discapacidad"
09/2017;30-62834410-4;8928.96;"Comp. Usuario con discapacidad"
09/2017;30-62944722-5;49028.98;"Comp. Usuario con discapacidad"
09/2017;30-63380097-5;506193.46;"Comp. Usuario con discapacidad"
09/2017;30-64392215-7;705320.45;"Comp. Usuario con discapacidad"
09/2017;30-64472067-1;274965.01;"Comp. Usuario con discapacidad"
09/2017;30-65108882-4;700518.08;"Comp. Usuario con discapacidad"
09/2017;30-65289644-4;339950.96;"Comp. Usuario con discapacidad"
09/2017;30-66419466-6;45140.83;"Comp. Usuario con discapacidad"
09/2017;30-67437645-2;393440.23;"Comp. Usuario con discapacidad"
09/2017;30-68784108-1;127609.67;"Comp. Usuario con discapacidad"
09/2017;30-70742374-5;14171.06;"Comp. Usuario con discapacidad"
09/2017;30-70787028-8;18105.94;"Comp. Usuario con discapacidad"
09/2017;30-71124418-9;44659.16;"Comp. Usuario con discapacidad"
09/2017;33-54662883-9;476100.77;"Comp. Usuario con discapacidad"
09/2017;33-60077099-9;151259.06;"Comp. Usuario con discapacidad"
09/2017;33-65973590-9;527.21;"Comp. Usuario con discapacidad"
09/2017;33-70818048-9;43441.79;"Comp. Usuario con discapacidad"
08/2017;23-13418186-9;71280.73;"Comp. Usuario con discapacidad"
08/2017;30-53313348-3;452281.51;"Comp. Usuario con discapacidad"
08/2017;30-54408966-4;42807.52;"Comp. Usuario con discapacidad"
08/2017;30-54578922-8;199823.45;"Comp. Usuario con discapacidad"
08/2017;30-54622766-5;972374.33;"Comp. Usuario con discapacidad"
08/2017;30-54623424-6;175422.36;"Comp. Usuario con discapacidad"
08/2017;30-54626164-2;18026.35;"Comp. Usuario con discapacidad"
08/2017;30-54626201-0;102653.56;"Comp. Usuario con discapacidad"
08/2017;30-54633760-6;266409.76;"Comp. Usuario con discapacidad"
08/2017;30-54634367-3;125149.82;"Comp. Usuario con discapacidad"
08/2017;30-54639386-7;450101.58;"Comp. Usuario con discapacidad"
08/2017;30-54640151-7;181860.34;"Comp. Usuario con discapacidad"
08/2017;30-54657368-7;15971.00;"Comp. Usuario con discapacidad"
08/2017;30-54662272-6;9556.42;"Comp. Usuario con discapacidad"
08/2017;30-55076210-9;313385.53;"Comp. Usuario con discapacidad"
08/2017;30-56178540-2;1114051.04;"Comp. Usuario con discapacidad"
08/2017;30-56394131-2;10243.85;"Comp. Usuario con discapacidad"
08/2017;30-56468014-8;189160.30;"Comp. Usuario con discapacidad"
08/2017;30-56610811-5;5347.70;"Comp. Usuario con discapacidad"
08/2017;30-56932483-8;312090.34;"Comp. Usuario con discapacidad"
08/2017;30-57733887-2;1179833.55;"Comp. Usuario con discapacidad"
08/2017;30-57945598-1;51257.85;"Comp. Usuario con discapacidad"
08/2017;30-58121405-3;544045.52;"Comp. Usuario con discapacidad"
08/2017;30-59033015-5;22372.30;"Comp. Usuario con discapacidad"
08/2017;30-60597072-5;308751.83;"Comp. Usuario con discapacidad"
08/2017;30-61035814-0;29454.72;"Comp. Usuario con discapacidad"
08/2017;30-61322839-6;314168.46;"Comp. Usuario con discapacidad"
08/2017;30-61580178-6;45687.54;"Comp. Usuario con discapacidad"
08/2017;30-62629625-0;132873.50;"Comp. Usuario con discapacidad"
08/2017;30-62834410-4;12174.62;"Comp. Usuario con discapacidad"
08/2017;30-62944722-5;48830.01;"Comp. Usuario con discapacidad"
08/2017;30-63380097-5;549150.37;"Comp. Usuario con discapacidad"
08/2017;30-64392215-7;738868.47;"Comp. Usuario con discapacidad"
08/2017;30-64472067-1;303361.12;"Comp. Usuario con discapacidad"
08/2017;30-65108882-4;784913.95;"Comp. Usuario con discapacidad"
08/2017;30-65289644-4;363923.06;"Comp. Usuario con discapacidad"
08/2017;30-66419466-6;41472.49;"Comp. Usuario con discapacidad"
08/2017;30-67437645-2;459553.65;"Comp. Usuario con discapacidad"
08/2017;30-68784108-1;88756.88;"Comp. Usuario con discapacidad"
08/2017;30-70742374-5;14604.99;"Comp. Usuario con discapacidad"
08/2017;30-70787028-8;11781.89;"Comp. Usuario con discapacidad"
08/2017;30-71124418-9;30287.61;"Comp. Usuario con discapacidad"
08/2017;33-54662883-9;521165.39;"Comp. Usuario con discapacidad"
08/2017;33-56802704-9;86647.77;"Comp. Usuario con discapacidad"
08/2017;33-60077099-9;134928.84;"Comp. Usuario con discapacidad"
08/2017;33-65973590-9;667.83;"Comp. Usuario con discapacidad"
08/2017;33-70818048-9;38956.75;"Comp. Usuario con discapacidad"
07/2017;23-13418186-9;74048.66;"Comp. Usuario con discapacidad"
07/2017;30-53313348-3;472024.00;"Comp. Usuario con discapacidad"
07/2017;30-54408966-4;38844.52;"Comp. Usuario con discapacidad"
07/2017;30-54578922-8;205031.64;"Comp. Usuario con discapacidad"
07/2017;30-54622766-5;1032599.34;"Comp. Usuario con discapacidad"
07/2017;30-54623424-6;163587.20;"Comp. Usuario con discapacidad"
07/2017;30-54626164-2;16698.17;"Comp. Usuario con discapacidad"
07/2017;30-54626201-0;129616.75;"Comp. Usuario con discapacidad"
07/2017;30-54633760-6;325827.99;"Comp. Usuario con discapacidad"
07/2017;30-54634367-3;223452.14;"Comp. Usuario con discapacidad"
07/2017;30-54639386-7;450013.90;"Comp. Usuario con discapacidad"
07/2017;30-54640151-7;250579.70;"Comp. Usuario con discapacidad"
07/2017;30-54657368-7;10255.98;"Comp. Usuario con discapacidad"
07/2017;30-54662272-6;127924.76;"Comp. Usuario con discapacidad"
07/2017;30-55076210-9;261665.57;"Comp. Usuario con discapacidad"
07/2017;30-56178540-2;1154356.88;"Comp. Usuario con discapacidad"
07/2017;30-56394131-2;6256.39;"Comp. Usuario con discapacidad"
07/2017;30-56468014-8;101915.08;"Comp. Usuario con discapacidad"
07/2017;30-56610811-5;4871.59;"Comp. Usuario con discapacidad"
07/2017;30-56932483-8;350465.88;"Comp. Usuario con discapacidad"
07/2017;30-57733887-2;1244091.74;"Comp. Usuario con discapacidad"
07/2017;30-57945598-1;22563.15;"Comp. Usuario con discapacidad"
07/2017;30-58121405-3;607986.94;"Comp. Usuario con discapacidad"
07/2017;30-59033015-5;36858.97;"Comp. Usuario con discapacidad"
07/2017;30-60597072-5;62151.48;"Comp. Usuario con discapacidad"
07/2017;30-61035814-0;45639.11;"Comp. Usuario con discapacidad"
07/2017;30-61322839-6;348121.12;"Comp. Usuario con discapacidad"
07/2017;30-61580178-6;54356.69;"Comp. Usuario con discapacidad"
07/2017;30-62629625-0;224862.34;"Comp. Usuario con discapacidad"
07/2017;30-62834410-4;8461.18;"Comp. Usuario con discapacidad"
07/2017;30-62944722-5;55767.50;"Comp. Usuario con discapacidad"
07/2017;30-63380097-5;555722.95;"Comp. Usuario con discapacidad"
07/2017;30-64392215-7;836381.28;"Comp. Usuario con discapacidad"
07/2017;30-64472067-1;330080.26;"Comp. Usuario con discapacidad"
07/2017;30-65108882-4;795042.13;"Comp. Usuario con discapacidad"
07/2017;30-65289644-4;362223.09;"Comp. Usuario con discapacidad"
07/2017;30-66419466-6;37242.33;"Comp. Usuario con discapacidad"
07/2017;30-67437645-2;441893.35;"Comp. Usuario con discapacidad"
07/2017;30-68784108-1;62689.67;"Comp. Usuario con discapacidad"
07/2017;30-70787028-8;18973.56;"Comp. Usuario con discapacidad"
07/2017;33-54662883-9;361529.45;"Comp. Usuario con discapacidad"
07/2017;33-56802704-9;56740.46;"Comp. Usuario con discapacidad"
07/2017;33-60077099-9;137334.12;"Comp. Usuario con discapacidad"
07/2017;33-65973590-9;763.01;"Comp. Usuario con discapacidad"
07/2017;33-70818048-9;41747.28;"Comp. Usuario con discapacidad"
06/2017;23-13418186-9;173799.22;"Comp. Usuario con discapacidad"
06/2017;30-53313348-3;639117.08;"Comp. Usuario con discapacidad"
06/2017;30-54342507-5;751.73;"Comp. Usuario con discapacidad"
06/2017;30-54408966-4;37774.19;"Comp. Usuario con discapacidad"
06/2017;30-54578922-8;233891.83;"Comp. Usuario con discapacidad"
06/2017;30-54622766-5;1103273.77;"Comp. Usuario con discapacidad"
06/2017;30-54623424-6;55440.64;"Comp. Usuario con discapacidad"
06/2017;30-54626164-2;21743.74;"Comp. Usuario con discapacidad"
06/2017;30-54626201-0;129842.36;"Comp. Usuario con discapacidad"
06/2017;30-54633760-6;321288.05;"Comp. Usuario con discapacidad"
06/2017;30-54634367-3;144519.16;"Comp. Usuario con discapacidad"
06/2017;30-54639386-7;466850.37;"Comp. Usuario con discapacidad"
06/2017;30-54640151-7;226504.41;"Comp. Usuario con discapacidad"
06/2017;30-54657368-7;4510.35;"Comp. Usuario con discapacidad"
06/2017;30-54662272-6;238946.01;"Comp. Usuario con discapacidad"
06/2017;30-55076210-9;239552.47;"Comp. Usuario con discapacidad"
06/2017;30-56178540-2;1180154.01;"Comp. Usuario con discapacidad"
06/2017;30-56394131-2;13531.05;"Comp. Usuario con discapacidad"
06/2017;30-56468014-8;177604.14;"Comp. Usuario con discapacidad"
06/2017;30-56610811-5;4134.49;"Comp. Usuario con discapacidad"
06/2017;30-56932483-8;355742.12;"Comp. Usuario con discapacidad"
06/2017;30-57733887-2;1382654.96;"Comp. Usuario con discapacidad"
06/2017;30-57945598-1;20052.36;"Comp. Usuario con discapacidad"
06/2017;30-58121405-3;638595.05;"Comp. Usuario con discapacidad"
06/2017;30-59033015-5;67702.47;"Comp. Usuario con discapacidad"
06/2017;30-60597072-5;30971.44;"Comp. Usuario con discapacidad"
06/2017;30-61035814-0;38873.63;"Comp. Usuario con discapacidad"
06/2017;30-61322839-6;379667.50;"Comp. Usuario con discapacidad"
06/2017;30-61580178-6;29129.35;"Comp. Usuario con discapacidad"
06/2017;30-62629625-0;195260.61;"Comp. Usuario con discapacidad"
06/2017;30-62834410-4;10148.29;"Comp. Usuario con discapacidad"
06/2017;30-62944722-5;34955.22;"Comp. Usuario con discapacidad"
06/2017;30-63380097-5;655385.40;"Comp. Usuario con discapacidad"
06/2017;30-64392215-7;721578.06;"Comp. Usuario con discapacidad"
06/2017;30-64472067-1;314204.77;"Comp. Usuario con discapacidad"
06/2017;30-65108882-4;897562.55;"Comp. Usuario con discapacidad"
06/2017;30-65289644-4;419911.13;"Comp. Usuario con discapacidad"
06/2017;30-66419466-6;39089.71;"Comp. Usuario con discapacidad"
06/2017;30-67437645-2;467302.49;"Comp. Usuario con discapacidad"
06/2017;30-68784108-1;81186.32;"Comp. Usuario con discapacidad"
06/2017;30-70742374-5;12668.57;"Comp. Usuario con discapacidad"
06/2017;30-70787028-8;17665.54;"Comp. Usuario con discapacidad"
06/2017;33-54662883-9;322055.21;"Comp. Usuario con discapacidad"
06/2017;33-56802704-9;21571.24;"Comp. Usuario con discapacidad"
06/2017;33-60077099-9;144519.16;"Comp. Usuario con discapacidad"
06/2017;33-65973590-9;958.72;"Comp. Usuario con discapacidad"
06/2017;33-70818048-9;31797.61;"Comp. Usuario con discapacidad"
05/2017;30-53313348-3;98835.00;"Comp. Usuario con discapacidad"
05/2017;30-54342507-5;1105.00;"Comp. Usuario con discapacidad"
05/2017;30-54408966-4;3100.00;"Comp. Usuario con discapacidad"
05/2017;30-54578922-8;85070.00;"Comp. Usuario con discapacidad"
05/2017;30-54622131-4;39775.00;"Comp. Usuario con discapacidad"
05/2017;30-54622766-5;162155.00;"Comp. Usuario con discapacidad"
05/2017;30-54625840-4;43305.00;"Comp. Usuario con discapacidad"
05/2017;30-54626201-0;44690.00;"Comp. Usuario con discapacidad"
05/2017;30-54626607-5;21030.00;"Comp. Usuario con discapacidad"
05/2017;30-54633302-3;130745.00;"Comp. Usuario con discapacidad"
05/2017;30-54634367-3;47400.00;"Comp. Usuario con discapacidad"
05/2017;30-54640151-7;132765.00;"Comp. Usuario con discapacidad"
05/2017;30-54641680-8;98965.00;"Comp. Usuario con discapacidad"
05/2017;30-54662272-6;192855.00;"Comp. Usuario con discapacidad"
05/2017;30-55076210-9;54890.00;"Comp. Usuario con discapacidad"
05/2017;30-56178540-2;117645.00;"Comp. Usuario con discapacidad"
05/2017;30-56197068-4;23900.00;"Comp. Usuario con discapacidad"
05/2017;30-56238208-5;94000.00;"Comp. Usuario con discapacidad"
05/2017;30-56354526-3;8800.00;"Comp. Usuario con discapacidad"
05/2017;30-56394131-2;3400.00;"Comp. Usuario con discapacidad"
05/2017;30-56468014-8;9695.00;"Comp. Usuario con discapacidad"
05/2017;30-56610811-5;17575.00;"Comp. Usuario con discapacidad"
05/2017;30-56932483-8;126750.00;"Comp. Usuario con discapacidad"
05/2017;30-57733887-2;246005.00;"Comp. Usuario con discapacidad"
05/2017;30-57945598-1;1400.00;"Comp. Usuario con discapacidad"
05/2017;30-58121405-3;255080.00;"Comp. Usuario con discapacidad"
05/2017;30-61035814-0;15200.00;"Comp. Usuario con discapacidad"
05/2017;30-61580178-6;45210.00;"Comp. Usuario con discapacidad"
05/2017;30-62629625-0;13800.00;"Comp. Usuario con discapacidad"
05/2017;30-62834410-4;3900.00;"Comp. Usuario con discapacidad"
05/2017;30-63380097-5;182890.00;"Comp. Usuario con discapacidad"
05/2017;30-64392215-7;91415.00;"Comp. Usuario con discapacidad"
05/2017;30-64472067-1;127355.00;"Comp. Usuario con discapacidad"
05/2017;30-65108882-4;126675.00;"Comp. Usuario con discapacidad"
05/2017;30-65289644-4;129965.00;"Comp. Usuario con discapacidad"
05/2017;30-66419466-6;7200.00;"Comp. Usuario con discapacidad"
05/2017;30-67291861-4;12300.00;"Comp. Usuario con discapacidad"
05/2017;30-67611410-2;49940.00;"Comp. Usuario con discapacidad"
05/2017;30-70787028-8;7770.00;"Comp. Usuario con discapacidad"
05/2017;30-70939332-0;1585.00;"Comp. Usuario con discapacidad"
05/2017;33-54641970-9;10300.00;"Comp. Usuario con discapacidad"
05/2017;33-54650572-9;11100.00;"Comp. Usuario con discapacidad"
05/2017;33-54662883-9;65975.00;"Comp. Usuario con discapacidad"
05/2017;33-60077099-9;52155.00;"Comp. Usuario con discapacidad"
05/2017;33-60274919-9;4125.00;"Comp. Usuario con discapacidad"
05/2017;33-64571375-9;170.00;"Comp. Usuario con discapacidad"
05/2017;33-68206446-9;3600.00;"Comp. Usuario con discapacidad"
04/2017;20-06606872-3;800.00;"Comp. Usuario con discapacidad"
04/2017;20-08140678-3;7400.00;"Comp. Usuario con discapacidad"
04/2017;23-13418186-9;20395.00;"Comp. Usuario con discapacidad"
04/2017;30-53313348-3;105625.00;"Comp. Usuario con discapacidad"
04/2017;30-54342507-5;2500.00;"Comp. Usuario con discapacidad"
04/2017;30-54408966-4;62005.00;"Comp. Usuario con discapacidad"
04/2017;30-54578922-8;74340.00;"Comp. Usuario con discapacidad"
04/2017;30-54622131-4;450420.00;"Comp. Usuario con discapacidad"
04/2017;30-54622179-9;40800.00;"Comp. Usuario con discapacidad"
04/2017;30-54622766-5;587710.00;"Comp. Usuario con discapacidad"
04/2017;30-54623424-6;160510.00;"Comp. Usuario con discapacidad"
04/2017;30-54624687-2;1700.00;"Comp. Usuario con discapacidad"
04/2017;30-54625840-4;681195.00;"Comp. Usuario con discapacidad"
04/2017;30-54626164-2;17680.00;"Comp. Usuario con discapacidad"
04/2017;30-54626201-0;43255.00;"Comp. Usuario con discapacidad"
04/2017;30-54626607-5;23840.00;"Comp. Usuario con discapacidad"
04/2017;30-54633302-3;317160.00;"Comp. Usuario con discapacidad"
04/2017;30-54633760-6;58850.00;"Comp. Usuario con discapacidad"
04/2017;30-54634367-3;49900.00;"Comp. Usuario con discapacidad"
04/2017;30-54635841-7;87250.00;"Comp. Usuario con discapacidad"
04/2017;30-54637090-5;64055.00;"Comp. Usuario con discapacidad"
04/2017;30-54639386-7;136205.00;"Comp. Usuario con discapacidad"
04/2017;30-54640151-7;133470.00;"Comp. Usuario con discapacidad"
04/2017;30-54641680-8;156800.00;"Comp. Usuario con discapacidad"
04/2017;30-54644726-6;25885.00;"Comp. Usuario con discapacidad"
04/2017;30-54657368-7;800.00;"Comp. Usuario con discapacidad"
04/2017;30-54662272-6;175450.00;"Comp. Usuario con discapacidad"
04/2017;30-56178540-2;766010.00;"Comp. Usuario con discapacidad"
04/2017;30-56197068-4;20600.00;"Comp. Usuario con discapacidad"
04/2017;30-56238208-5;92500.00;"Comp. Usuario con discapacidad"
04/2017;30-56394131-2;6575.00;"Comp. Usuario con discapacidad"
04/2017;30-56468014-8;107620.00;"Comp. Usuario con discapacidad"
04/2017;30-56610811-5;21465.00;"Comp. Usuario con discapacidad"
04/2017;30-56932483-8;125725.00;"Comp. Usuario con discapacidad"
04/2017;30-57733887-2;255455.00;"Comp. Usuario con discapacidad"
04/2017;30-57945598-1;24455.00;"Comp. Usuario con discapacidad"
04/2017;30-58121405-3;229000.00;"Comp. Usuario con discapacidad"
04/2017;30-58635786-3;19885.00;"Comp. Usuario con discapacidad"
04/2017;30-59033015-5;14400.00;"Comp. Usuario con discapacidad"
04/2017;30-60597072-5;98795.00;"Comp. Usuario con discapacidad"
04/2017;30-61035814-0;13965.00;"Comp. Usuario con discapacidad"
04/2017;30-61133884-4;1607260.00;"Comp. Usuario con discapacidad"
04/2017;30-61580178-6;38495.00;"Comp. Usuario con discapacidad"
04/2017;30-62629625-0;240910.00;"Comp. Usuario con discapacidad"
04/2017;30-62730398-6;39750.00;"Comp. Usuario con discapacidad"
04/2017;30-62834410-4;3600.00;"Comp. Usuario con discapacidad"
04/2017;30-62944722-5;17900.00;"Comp. Usuario con discapacidad"
04/2017;30-63380097-5;183160.00;"Comp. Usuario con discapacidad"
04/2017;30-64392215-7;334065.00;"Comp. Usuario con discapacidad"
04/2017;30-64472067-1;121090.00;"Comp. Usuario con discapacidad"
04/2017;30-65108882-4;99815.00;"Comp. Usuario con discapacidad"
04/2017;30-65289644-4;111105.00;"Comp. Usuario con discapacidad"
04/2017;30-66419466-6;7000.00;"Comp. Usuario con discapacidad"
04/2017;30-67291861-4;11400.00;"Comp. Usuario con discapacidad"
04/2017;30-67437645-2;132825.00;"Comp. Usuario con discapacidad"
04/2017;30-67611410-2;143715.00;"Comp. Usuario con discapacidad"
04/2017;30-68784108-1;48300.00;"Comp. Usuario con discapacidad"
04/2017;30-69444027-0;4000.00;"Comp. Usuario con discapacidad"
04/2017;30-70721568-9;1005560.00;"Comp. Usuario con discapacidad"
04/2017;30-70787028-8;8135.00;"Comp. Usuario con discapacidad"
04/2017;30-70939332-0;99115.00;"Comp. Usuario con discapacidad"
04/2017;33-54641970-9;26200.00;"Comp. Usuario con discapacidad"
04/2017;33-54650572-9;10500.00;"Comp. Usuario con discapacidad"
04/2017;33-54662883-9;92405.00;"Comp. Usuario con discapacidad"
04/2017;33-60274919-9;94425.00;"Comp. Usuario con discapacidad"
04/2017;33-64571375-9;24600.00;"Comp. Usuario con discapacidad"
04/2017;33-65973590-9;32010.00;"Comp. Usuario con discapacidad"
04/2017;33-68206446-9;3600.00;"Comp. Usuario con discapacidad"
03/2017;20-08140678-3;9200.00;"Comp. Usuario con discapacidad"
03/2017;23-13418186-9;26373.89;"Comp. Usuario con discapacidad"
03/2017;30-53313348-3;121109.72;"Comp. Usuario con discapacidad"
03/2017;30-54342507-5;5330.00;"Comp. Usuario con discapacidad"
03/2017;30-54408966-4;81213.22;"Comp. Usuario con discapacidad"
03/2017;30-54578922-8;83592.33;"Comp. Usuario con discapacidad"
03/2017;30-54622131-4;554806.19;"Comp. Usuario con discapacidad"
03/2017;30-54622179-9;32725.00;"Comp. Usuario con discapacidad"
03/2017;30-54622766-5;653296.25;"Comp. Usuario con discapacidad"
03/2017;30-54623424-6;159933.87;"Comp. Usuario con discapacidad"
03/2017;30-54625314-3;343837.99;"Comp. Usuario con discapacidad"
03/2017;30-54625840-4;835203.38;"Comp. Usuario con discapacidad"
03/2017;30-54626164-2;23544.71;"Comp. Usuario con discapacidad"
03/2017;30-54626201-0;56413.30;"Comp. Usuario con discapacidad"
03/2017;30-54626607-5;25046.88;"Comp. Usuario con discapacidad"
03/2017;30-54633302-3;389580.87;"Comp. Usuario con discapacidad"
03/2017;30-54633760-6;77533.87;"Comp. Usuario con discapacidad"
03/2017;30-54634367-3;71389.02;"Comp. Usuario con discapacidad"
03/2017;30-54635841-7;113991.91;"Comp. Usuario con discapacidad"
03/2017;30-54637090-5;67196.56;"Comp. Usuario con discapacidad"
03/2017;30-54639386-7;167301.06;"Comp. Usuario con discapacidad"
03/2017;30-54640151-7;181791.23;"Comp. Usuario con discapacidad"
03/2017;30-54641680-8;179700.00;"Comp. Usuario con discapacidad"
03/2017;30-54644726-6;23800.00;"Comp. Usuario con discapacidad"
03/2017;30-54657368-7;3724.10;"Comp. Usuario con discapacidad"
03/2017;30-54662272-6;204359.23;"Comp. Usuario con discapacidad"
03/2017;30-55076210-9;206073.29;"Comp. Usuario con discapacidad"
03/2017;30-56178540-2;927728.41;"Comp. Usuario con discapacidad"
03/2017;30-56197068-4;23482.54;"Comp. Usuario con discapacidad"
03/2017;30-56238208-5;120486.13;"Comp. Usuario con discapacidad"
03/2017;30-56292411-2;215968.84;"Comp. Usuario con discapacidad"
03/2017;30-56354526-3;7728.58;"Comp. Usuario con discapacidad"
03/2017;30-56394131-2;6575.00;"Comp. Usuario con discapacidad"
03/2017;30-56468014-8;116275.00;"Comp. Usuario con discapacidad"
03/2017;30-56610811-5;23662.88;"Comp. Usuario con discapacidad"
03/2017;30-56932483-8;174482.08;"Comp. Usuario con discapacidad"
03/2017;30-57733887-2;423601.75;"Comp. Usuario con discapacidad"
03/2017;30-57945598-1;28695.46;"Comp. Usuario con discapacidad"
03/2017;30-58121405-3;305035.22;"Comp. Usuario con discapacidad"
03/2017;30-58635786-3;24885.00;"Comp. Usuario con discapacidad"
03/2017;30-59033015-5;18837.81;"Comp. Usuario con discapacidad"
03/2017;30-59112659-4;40215.37;"Comp. Usuario con discapacidad"
03/2017;30-60597072-5;117976.17;"Comp. Usuario con discapacidad"
03/2017;30-61035814-0;18329.39;"Comp. Usuario con discapacidad"
03/2017;30-61133884-4;2071655.67;"Comp. Usuario con discapacidad"
03/2017;30-61322839-6;174923.88;"Comp. Usuario con discapacidad"
03/2017;30-61580178-6;47947.83;"Comp. Usuario con discapacidad"
03/2017;30-62629625-0;285089.51;"Comp. Usuario con discapacidad"
03/2017;30-62730398-6;120133.73;"Comp. Usuario con discapacidad"
03/2017;30-62834410-4;3600.00;"Comp. Usuario con discapacidad"
03/2017;30-62944722-5;26066.22;"Comp. Usuario con discapacidad"
03/2017;30-63380097-5;204815.33;"Comp. Usuario con discapacidad"
03/2017;30-64392215-7;466281.53;"Comp. Usuario con discapacidad"
03/2017;30-64472067-1;128010.00;"Comp. Usuario con discapacidad"
03/2017;30-65108882-4;135346.87;"Comp. Usuario con discapacidad"
03/2017;30-65289644-4;193358.92;"Comp. Usuario con discapacidad"
03/2017;30-66419466-6;10600.00;"Comp. Usuario con discapacidad"
03/2017;30-67291861-4;11100.00;"Comp. Usuario con discapacidad"
03/2017;30-67437645-2;158215.30;"Comp. Usuario con discapacidad"
03/2017;30-67611410-2;230563.38;"Comp. Usuario con discapacidad"
03/2017;30-68784108-1;69300.00;"Comp. Usuario con discapacidad"
03/2017;30-69444027-0;9540.00;"Comp. Usuario con discapacidad"
03/2017;30-70721568-9;1230980.49;"Comp. Usuario con discapacidad"
03/2017;30-70787028-8;9445.00;"Comp. Usuario con discapacidad"
03/2017;30-70939332-0;100165.00;"Comp. Usuario con discapacidad"
03/2017;33-54641970-9;32999.69;"Comp. Usuario con discapacidad"
03/2017;33-54650572-9;8400.00;"Comp. Usuario con discapacidad"
03/2017;33-54662883-9;144590.00;"Comp. Usuario con discapacidad"
03/2017;33-56802704-9;48943.30;"Comp. Usuario con discapacidad"
03/2017;33-60077099-9;52846.06;"Comp. Usuario con discapacidad"
03/2017;33-60274919-9;132029.81;"Comp. Usuario con discapacidad"
03/2017;33-64571375-9;29314.22;"Comp. Usuario con discapacidad"
03/2017;33-65973590-9;41937.54;"Comp. Usuario con discapacidad"
03/2017;33-68206446-9;3300.00;"Comp. Usuario con discapacidad"
02/2017;20-08140678-3;6786.28;"Comp. Usuario con discapacidad"
02/2017;23-13418186-9;23338.71;"Comp. Usuario con discapacidad"
02/2017;30-53313348-3;172636.85;"Comp. Usuario con discapacidad"
02/2017;30-54342507-5;32308.78;"Comp. Usuario con discapacidad"
02/2017;30-54408966-4;67962.85;"Comp. Usuario con discapacidad"
02/2017;30-54578922-8;70738.26;"Comp. Usuario con discapacidad"
02/2017;30-54622131-4;559224.21;"Comp. Usuario con discapacidad"
02/2017;30-54622179-9;25883.56;"Comp. Usuario con discapacidad"
02/2017;30-54622766-5;619474.19;"Comp. Usuario con discapacidad"
02/2017;30-54623424-6;145300.33;"Comp. Usuario con discapacidad"
02/2017;30-54624687-2;1553.01;"Comp. Usuario con discapacidad"
02/2017;30-54625314-3;352790.81;"Comp. Usuario con discapacidad"
02/2017;30-54625840-4;748591.85;"Comp. Usuario con discapacidad"
02/2017;30-54626164-2;29033.09;"Comp. Usuario con discapacidad"
02/2017;30-54626201-0;55834.55;"Comp. Usuario con discapacidad"
02/2017;30-54626607-5;25043.98;"Comp. Usuario con discapacidad"
02/2017;30-54633302-3;377369.32;"Comp. Usuario con discapacidad"
02/2017;30-54633760-6;70242.34;"Comp. Usuario con discapacidad"
02/2017;30-54634367-3;63425.61;"Comp. Usuario con discapacidad"
02/2017;30-54635841-7;103129.69;"Comp. Usuario con discapacidad"
02/2017;30-54637090-5;55904.15;"Comp. Usuario con discapacidad"
02/2017;30-54639386-7;182877.17;"Comp. Usuario con discapacidad"
02/2017;30-54640151-7;199155.54;"Comp. Usuario con discapacidad"
02/2017;30-54641680-8;174072.41;"Comp. Usuario con discapacidad"
02/2017;30-54644726-6;24569.81;"Comp. Usuario con discapacidad"
02/2017;30-54657368-7;696.03;"Comp. Usuario con discapacidad"
02/2017;30-54662272-6;190694.45;"Comp. Usuario con discapacidad"
02/2017;30-55076210-9;189872.26;"Comp. Usuario con discapacidad"
02/2017;30-56178540-2;955621.21;"Comp. Usuario con discapacidad"
02/2017;30-56197068-4;18270.75;"Comp. Usuario con discapacidad"
02/2017;30-56238208-5;143816.92;"Comp. Usuario con discapacidad"
